bandwidth_lower_bound_min,bandwidth_lower_bound_max,bandwidth_upper_bound_min,bandwidth_upper_bound_max,delay_min,delay_max,queue_min,queue_max,loss_min,loss_max,T_s_min,T_s_max,delay_noise_min,delay_noise_max,duration_min,duration_max,weight
0.1,0.1,0.1,100,2,200,0.2,3,0,0.05,0,15,0,0,30,30,0.04035360699999998
0.1,0.1,0.2237912533744226,0.2237912533744226,21.875481611201234,21.875481611201234,2.512663676044345,2.512663676044345,0.0003057536002341636,0.0003057536002341636,0.7300289158663875,0.7300289158663875,0.0,0.0,30,30,0.017294402999999993
0.1,0.1,0.8040825166555186,0.8040825166555186,3.4626106445068157,3.4626106445068157,1.3403377494343522,1.3403377494343522,0.0045404548174713824,0.0045404548174713824,7.421513171378723,7.421513171378723,0.0,0.0,30,30,0.024706289999999992
0.1,0.1,27.041939726135798,27.041939726135798,199.5071719321299,199.5071719321299,2.7332589763068533,2.7332589763068533,0,0,0.30957875742205654,0.30957875742205654,0.0,0.0,30,30,0.03529469999999999
0.1,0.1,43.8414139811475,43.8414139811475,99.82456668608955,99.82456668608955,2.2184551758109095,2.2184551758109095,0.00046703860413102144,0.00046703860413102144,2.4545274390764287,2.4545274390764287,0.0,0.0,30,30,0.05042099999999999
0.1,0.1,15.920618351895849,15.920618351895849,157.47985015642004,157.47985015642004,1.3295136718342249,1.3295136718342249,0.00018760312835833302,0.00018760312835833302,6.53566483956208,6.53566483956208,0.0,0.0,30,30,0.07202999999999998
0.1,0.1,0.12925425485504075,0.12925425485504075,2.167061905693984,2.167061905693984,0.4359703338680069,0.4359703338680069,0.0059651970689625425,0.0059651970689625425,0.8910680057337078,0.8910680057337078,0.0,0.0,30,30,0.10289999999999999
0.1,0.1,38.40237609844856,38.40237609844856,199.5195626652318,199.5195626652318,2.1574706830106303,2.1574706830106303,0.0024421686869830635,0.0024421686869830635,14.816370336439805,14.816370336439805,0.0,0.0,30,30,0.147
0.1,0.1,70.23538995342616,70.23538995342616,197.70549598656694,197.70549598656694,1.8120858484242437,1.8120858484242437,0,0,3.064462390485521,3.064462390485521,0.0,0.0,30,30,0.21
0.1,0.1,69.9927007221061,69.9927007221061,151.64289230422258,151.64289230422258,2.2711400889232167,2.2711400889232167,0.010928997095782697,0.010928997095782697,0.24635058432293022,0.24635058432293022,0.0,0.0,30,30,0.3
