bandwidth_lower_bound_min,bandwidth_lower_bound_max,bandwidth_upper_bound_min,bandwidth_upper_bound_max,delay_min,delay_max,queue_min,queue_max,loss_min,loss_max,T_s_min,T_s_max,delay_noise_min,delay_noise_max,duration_min,duration_max,weight
0.1,0.1,0.1,100,2,200,0.2,3,0,0.05,0,15,0,0,30,30,0.028247524899999984
0.1,0.1,0.22391397790244863,0.22391397790244863,150.7535784985648,150.7535784985648,2.601351487275335,2.601351487275335,0,0,11.628673409915441,11.628673409915441,0.0,0.0,30,30,0.012106082099999995
0.1,0.1,0.42199108970889887,0.42199108970889887,2.768389218383832,2.768389218383832,1.3271179519309138,1.3271179519309138,0.04654150922865079,0.04654150922865079,14.807220674055486,14.807220674055486,0.0,0.0,30,30,0.017294402999999993
0.1,0.1,20.70768806828393,20.70768806828393,191.6507692824685,191.6507692824685,2.350379677475655,2.350379677475655,0.00012611273020831352,0.00012611273020831352,2.83667032890843,2.83667032890843,0.0,0.0,30,30,0.024706289999999992
0.1,0.1,30.6375796253275,30.6375796253275,144.13466396875558,144.13466396875558,0.5633176335745038,0.5633176335745038,0.0016071594342575188,0.0016071594342575188,13.046776265957723,13.046776265957723,0.0,0.0,30,30,0.03529469999999999
0.1,0.1,10.982888670456317,10.982888670456317,194.1446569582735,194.1446569582735,1.9982313474238242,1.9982313474238242,0.030625757710764274,0.030625757710764274,4.590188849244345,4.590188849244345,0.0,0.0,30,30,0.05042099999999999
0.1,0.1,98.31565742411901,98.31565742411901,103.82040867385223,103.82040867385223,2.215804073828537,2.215804073828537,0,0,7.747534469877914,7.747534469877914,0.0,0.0,30,30,0.07202999999999998
0.1,0.1,83.34226781025528,83.34226781025528,184.54929325368474,184.54929325368474,2.6739564643995224,2.6739564643995224,0,0,1.4507834574724692,1.4507834574724692,0.0,0.0,30,30,0.10289999999999999
0.1,0.1,9.759553685611676,9.759553685611676,177.58668937540355,177.58668937540355,2.636405216154713,2.636405216154713,0.005909674046101789,0.005909674046101789,3.1457275463156313,3.1457275463156313,0.0,0.0,30,30,0.147
0.1,0.1,22.14903218361596,22.14903218361596,135.66555196512712,135.66555196512712,2.0368646155732897,2.0368646155732897,0,0,2.1830950147890227,2.1830950147890227,0.0,0.0,30,30,0.21
0.1,0.1,15.906389233933812,15.906389233933812,189.60917053759462,189.60917053759462,2.0054490801953793,2.0054490801953793,0,0,3.776448066733475,3.776448066733475,0.0,0.0,30,30,0.3
